Make,Model,Year,Color,Price,Horsepower,FuelEconomy,Trim
Nissan,Altima,2023,Blue,21665,188,32,SR
Chevrolet,Tahoe,2025,Silver,75773,420,16,High Country
BMW,3 Series,2022,Blue,60990,473,19,M3
Chevrolet,Tahoe,2023,Midnight Blue,51258,355,17,LT
Jeep,Wrangler,2020,Charcoal,31449,285,17,Rubicon
Nissan,Rogue,2020,Burgundy,18983,201,33,SV
Jeep,Wrangler,2024,Green,85149,470,14,Rubicon 392
Ram,1500,2022,Yellow,43198,395,22,Laramie
Mercedes-Benz,C-Class,2024,Orange,56946,402,22,AMG C 43
BMW,X5,2022,Yellow,70184,523,19,M60i
BMW,3 Series,2022,White,42852,382,26,M340i
Subaru,Outback,2025,Midnight Blue,40341,260,23,Wilderness
Subaru,Outback,2024,Yellow,35999,260,23,Wilderness
Tesla,Model Y,2024,Green,43782,384,122,Long Range
Audi,A4,2020,Burgundy,27395,201,30,Premium 40
BMW,X5,2024,Red,59111,375,25,sDrive40i
Hyundai,Elantra,2023,Pearl White,18015,147,36,SE
Volkswagen,Jetta,2020,Blue,13558,158,34,S
Subaru,Outback,2024,Orange,37810,260,23,Wilderness
Tesla,Model Y,2024,Green,43903,384,122,Long Range
Mercedes-Benz,GLE,2025,Pearl White,61833,255,24,GLE 350
Audi,A4,2020,Yellow,29337,201,30,Premium 40
Ford,Mustang,2024,White,29925,315,26,EcoBoost
Toyota,Tacoma,2021,Green,22774,228,21,SR
Toyota,Prius,2020,White,24406,194,52,Limited
Ford,F-150,2023,Midnight Blue,64805,450,16,Raptor
Ford,Bronco,2020,White,25984,275,20,Big Bend
Toyota,RAV4,2024,Blue,28114,203,30,LE
Subaru,Outback,2024,Black,37686,260,23,Wilderness
Jeep,Wrangler,2023,Charcoal,34853,285,19,Willys
Jeep,Grand Cherokee,2025,Charcoal,61414,293,22,Summit
Ford,Bronco,2021,Orange,26944,275,20,Big Bend
BMW,3 Series,2023,Charcoal,50724,382,26,M340i
Ford,Explorer,2022,Silver,30285,300,24,XLT
BMW,X5,2024,Charcoal,67045,483,58,xDrive50e
Tesla,Model Y,2024,Burgundy,47208,456,111,Performance
Ram,1500,2024,Blue,49249,395,22,Laramie
BMW,X5,2025,Grey,73547,483,58,xDrive50e
Jeep,Grand Cherokee,2020,Blue,42927,293,22,Summit
Jeep,Grand Cherokee,2022,Pearl White,47154,293,22,Summit
Toyota,RAV4,2024,Orange,33399,203,28,TRD Off-Road
Audi,Q5,2024,Red,43083,201,26,Premium 40
Hyundai,Tucson,2020,Grey,19634,187,28,SEL
Honda,Pilot,2023,Black,40732,285,20,TrailSport
Volkswagen,Jetta,2024,Yellow,18219,158,34,S
Jeep,Grand Cherokee,2022,Yellow,48758,293,22,Summit
Chevrolet,Tahoe,2023,Grey,65128,420,16,High Country
Nissan,Rogue,2025,Blue,28768,201,33,S
Subaru,Crosstrek,2024,Green,21207,152,29,Base
Audi,Q5,2023,Silver,44308,261,25,Premium Plus 45
Ford,Bronco,2022,Grey,40490,275,17,Badlands
Ram,1500,2025,Green,43559,305,23,Big Horn
Nissan,Rogue,2024,Grey,36863,201,33,Platinum
Hyundai,Tucson,2020,Charcoal,17637,187,28,SEL
Ram,1500,2022,Red,30657,305,23,Tradesman
Mercedes-Benz,C-Class,2022,Green,46935,402,22,AMG C 43
BMW,X5,2023,Silver,74578,523,19,M60i
BMW,3 Series,2024,White,51342,382,26,M340i
Honda,Pilot,2024,Blue,35375,285,22,Sport
Hyundai,Tucson,2021,White,21742,187,28,SEL
Volkswagen,Jetta,2022,Red,18436,158,34,S
Chevrolet,Corvette,2022,Grey,60342,490,19,Stingray 3LT
Honda,Pilot,2022,Red,30451,285,22,Sport
Ford,Bronco,2023,Matte Black,40250,275,20,Outer Banks
BMW,X5,2023,Pearl White,60040,483,58,xDrive50e
Volkswagen,Jetta,2021,Charcoal,15906,158,34,Sport
Chevrolet,Corvette,2020,Red,44575,490,19,Stingray 1LT
Tesla,Model 3,2023,Green,43724,510,113,Performance
Kia,Telluride,2024,White,34114,291,23,S
Toyota,Tacoma,2022,Charcoal,22563,228,21,SR
Honda,Civic,2024,Yellow,22573,158,33,Sport
Kia,Telluride,2023,Black,33531,291,23,S
Chevrolet,Corvette,2020,Yellow,48249,490,19,Stingray 2LT
Toyota,RAV4,2025,Charcoal,34911,203,28,Adventure
Kia,Telluride,2021,Pearl White,28336,291,23,S
Subaru,Outback,2023,White,32911,260,26,Onyx Edition XT
Volkswagen,Tiguan,2025,Silver,28112,184,27,S
Tesla,Model 3,2025,Orange,46154,393,130,Long Range
Tesla,Model Y,2022,Pearl White,39026,384,122,Long Range
Ram,1500,2024,Orange,50368,395,22,Laramie
Kia,K5,2023,Grey,25537,290,27,GT
Audi,A4,2023,Red,37425,201,30,Premium 40
Jeep,Wrangler,2023,Charcoal,38298,285,17,Rubicon
BMW,X5,2022,Green,50710,375,25,sDrive40i
Jeep,Wrangler,2022,Burgundy,71598,470,14,Rubicon 392
Hyundai,Elantra,2023,Orange,29302,276,24,N
Ram,1500,2023,Black,44700,395,22,Laramie
Honda,Pilot,2022,Pearl White,30368,285,22,Sport
Ford,Explorer,2025,Red,36397,300,24,XLT
Hyundai,Tucson,2023,Blue,22980,187,28,SE
Kia,Telluride,2025,Burgundy,34478,291,23,LX
Nissan,Rogue,2023,Burgundy,22614,201,33,S
Chevrolet,Corvette,2023,Charcoal,59006,490,19,Stingray 1LT
Toyota,Camry,2022,Grey,21572,203,32,SE
BMW,X5,2024,White,66989,483,58,xDrive50e
Ram,1500,2025,Orange,66803,395,22,Limited
Honda,Pilot,2022,Blue,33022,285,22,Sport
Honda,CR-V,2023,Yellow,26277,190,30,LX
Chevrolet,Silverado 1500,2024,Yellow,43310,310,20,LT
Nissan,Rogue,2023,Midnight Blue,33194,201,33,Platinum
Nissan,Altima,2023,Silver,22622,188,32,S
Kia,K5,2020,White,19919,290,27,GT
Toyota,RAV4,2023,Midnight Blue,26282,203,30,XLE
Ram,1500,2022,White,50470,395,22,Limited
Hyundai,Elantra,2021,Red,18247,147,34,SEL
Hyundai,Elantra,2024,Pearl White,19360,147,36,SE
Honda,CR-V,2024,Burgundy,30619,190,30,EX
Toyota,RAV4,2024,Yellow,27716,203,30,LE
Nissan,Rogue,2024,Silver,36248,201,33,Platinum
Subaru,Crosstrek,2022,Blue,21399,182,29,Sport
Ford,F-150,2020,Red,43291,400,20,Lariat
Hyundai,Tucson,2020,Red,21704,226,38,Hybrid Blue
Subaru,Crosstrek,2023,Pearl White,19888,152,29,Base
Hyundai,Elantra,2021,Blue,15131,147,34,SEL
Tesla,Model 3,2022,Charcoal,37099,393,130,Long Range
Subaru,Outback,2024,Green,35748,260,23,Wilderness
Subaru,Crosstrek,2024,Yellow,29472,182,29,Limited
Tesla,Model 3,2024,Green,49729,510,113,Performance
Honda,Pilot,2023,Matte Black,34187,285,22,Sport
Hyundai,Tucson,2023,Burgundy,23387,187,28,SE
Ram,1500,2024,Midnight Blue,37888,305,23,Tradesman
Toyota,Camry,2024,Blue,23846,203,32,LE
Ford,F-150,2024,Red,35502,325,20,XL
Jeep,Wrangler,2024,Midnight Blue,44282,285,17,Rubicon
Volkswagen,Tiguan,2024,Black,27317,184,27,SE
Ram,1500,2024,Black,36947,305,23,Tradesman
Ford,Mustang,2023,Blue,34536,480,18,GT
Subaru,Crosstrek,2022,Grey,24609,182,29,Sport
Nissan,Altima,2023,Yellow,20906,188,32,S
Ford,Mustang,2025,Green,32658,315,26,EcoBoost
Jeep,Wrangler,2024,Burgundy,30143,285,20,Sport
Nissan,Altima,2024,Charcoal,32095,248,29,SR VC-Turbo
Kia,K5,2023,Matte Black,20946,180,31,LXS
BMW,3 Series,2023,Green,48378,382,26,M340i
Hyundai,Tucson,2021,Matte Black,19525,187,28,SEL
Honda,CR-V,2023,White,25520,190,30,EX
Tesla,Model S,2022,Matte Black,56652,670,120,Long Range
Toyota,Camry,2025,White,29443,203,32,SE
Audi,Q5,2023,Charcoal,46284,349,21,SQ5
Jeep,Grand Cherokee,2022,Blue,50305,293,22,Summit
Chevrolet,Corvette,2022,Blue,63538,490,19,Stingray 3LT
Tesla,Model 3,2022,Pearl White,43374,510,113,Performance
Honda,Civic,2025,Grey,26980,158,33,Sport
Ram,1500,2025,Midnight Blue,94977,702,12,TRX
Toyota,Tacoma,2024,Grey,37001,278,20,TRD Off-Road
Chevrolet,Silverado 1500,2024,Black,44256,310,20,LT
Chevrolet,Corvette,2023,Black,57843,490,19,Stingray 1LT
Jeep,Grand Cherokee,2022,Silver,47024,293,22,Summit
Volkswagen,Tiguan,2022,Burgundy,24174,184,27,SE
Mercedes-Benz,C-Class,2021,Silver,41660,402,22,AMG C 43
Kia,K5,2025,Silver,33455,290,27,GT
Volkswagen,Jetta,2022,Burgundy,25669,228,30,GLI Autobahn
Honda,Pilot,2024,Black,34975,285,22,Sport
Tesla,Model S,2024,Midnight Blue,83796,1020,116,Plaid
Chevrolet,Tahoe,2024,Silver,55172,355,17,LT
Jeep,Grand Cherokee,2023,Black,53112,293,22,Summit
Nissan,Rogue,2023,Pearl White,25065,201,33,SV
Volkswagen,Tiguan,2024,Yellow,27104,184,27,SE
Volkswagen,Tiguan,2024,Charcoal,25982,184,27,S
Hyundai,Elantra,2021,White,21317,201,31,N Line
Toyota,Prius,2025,White,34924,194,52,Limited
Mercedes-Benz,GLE,2023,Charcoal,71708,429,20,AMG GLE 53
Volkswagen,Jetta,2023,Red,19511,158,34,S
Kia,Telluride,2022,Black,41024,291,23,SX Prestige
Hyundai,Tucson,2025,Red,26950,187,28,SE
Honda,CR-V,2024,Charcoal,29661,190,30,EX
BMW,3 Series,2024,Midnight Blue,39992,255,29,330i
Tesla,Model Y,2024,White,47869,456,111,Performance
Tesla,Model S,2024,Blue,70871,670,120,Long Range
Kia,K5,2020,Pearl White,19639,290,27,GT
Hyundai,Tucson,2024,Burgundy,27008,187,28,SE
Chevrolet,Tahoe,2023,Grey,54142,355,17,LT
BMW,3 Series,2024,Grey,51785,382,26,M340i
Jeep,Grand Cherokee,2020,Burgundy,41117,293,22,Summit
Nissan,Rogue,2020,Yellow,27176,201,33,Platinum
Nissan,Altima,2023,Grey,30606,248,29,SR VC-Turbo
BMW,3 Series,2021,Yellow,55248,473,19,M3
Kia,Telluride,2023,Charcoal,29135,291,23,LX
Volkswagen,Jetta,2024,Burgundy,20958,158,34,S
Chevrolet,Silverado 1500,2022,Yellow,36196,310,20,LT
Kia,Telluride,2022,Yellow,26922,291,23,LX
Subaru,Outback,2022,Yellow,21435,182,28,Base
Honda,Pilot,2020,Blue,25766,285,22,Sport
Subaru,Outback,2024,Grey,37496,260,26,Onyx Edition XT
Chevrolet,Silverado 1500,2024,Grey,46060,310,20,LT
Ford,Mustang,2024,Matte Black,26464,315,26,EcoBoost
Nissan,Rogue,2024,White,26049,201,33,S
Hyundai,Elantra,2023,Pearl White,21935,147,34,SEL
Tesla,Model Y,2021,Green,39245,456,111,Performance
Chevrolet,Silverado 1500,2022,Yellow,37814,310,20,LT
Honda,Civic,2020,Blue,14026,158,35,LX
Nissan,Altima,2023,Grey,29102,248,29,SR VC-Turbo
Toyota,Tacoma,2021,Midnight Blue,28801,278,20,TRD Off-Road
Hyundai,Tucson,2024,Yellow,26411,187,28,SE
Volkswagen,Jetta,2024,Matte Black,29438,228,30,GLI Autobahn
BMW,3 Series,2023,Red,37455,255,29,330i
BMW,3 Series,2024,Grey,51133,382,26,M340i
Tesla,Model 3,2021,Black,33804,393,130,Long Range
Ram,1500,2022,Red,50661,395,22,Limited
Audi,Q5,2023,Charcoal,43711,261,25,Premium Plus 45
Nissan,Altima,2024,Matte Black,25216,188,32,S
Subaru,Crosstrek,2022,Grey,22369,182,29,Sport
Hyundai,Elantra,2023,Black,19568,147,34,SEL
Volkswagen,Tiguan,2022,White,29757,184,26,SEL R-Line
Chevrolet,Silverado 1500,2021,Green,36896,355,19,RST
Volkswagen,Tiguan,2021,Burgundy,23195,184,27,SE
Ram,1500,2024,Charcoal,88756,702,12,TRX
Tesla,Model S,2024,Burgundy,69995,670,120,Long Range
Chevrolet,Tahoe,2022,Grey,50003,355,17,LT
Kia,K5,2021,White,22170,290,27,GT
Ford,Bronco,2024,Black,46103,275,20,Outer Banks
Jeep,Grand Cherokee,2025,Black,44662,293,22,Limited
Hyundai,Tucson,2023,Black,29301,226,38,Hybrid Blue
Ford,F-150,2024,Matte Black,42992,325,20,XLT
Tesla,Model S,2023,Orange,78125,1020,116,Plaid
Kia,K5,2021,Matte Black,24223,290,27,GT
Ford,Mustang,2022,Green,47728,500,17,Dark Horse
Hyundai,Tucson,2024,Matte Black,26330,187,28,SEL
Chevrolet,Silverado 1500,2024,Green,35207,310,20,WT
Jeep,Grand Cherokee,2025,Black,46962,293,22,Limited
Ford,Mustang,2024,Black,26884,315,26,EcoBoost
Toyota,Prius,2022,Silver,26337,194,52,Limited
Volkswagen,Jetta,2024,Grey,29354,228,30,GLI Autobahn
Mercedes-Benz,C-Class,2022,Burgundy,38487,255,30,C 300
Honda,Pilot,2021,Orange,31490,285,22,EX-L
Toyota,RAV4,2022,White,21735,203,30,LE
Tesla,Model 3,2023,Green,40851,393,130,Long Range
Toyota,Tacoma,2024,Black,29665,228,21,SR
Ford,Bronco,2020,Matte Black,24792,275,20,Big Bend
Audi,A4,2021,White,32354,261,28,Premium Plus 45
Subaru,Outback,2025,Charcoal,39319,260,23,Wilderness
Nissan,Altima,2022,Charcoal,20298,188,32,S
Jeep,Wrangler,2023,Silver,26401,285,20,Sport
Volkswagen,Tiguan,2022,Charcoal,20977,184,27,S
Tesla,Model S,2024,Red,69706,670,120,Long Range
Jeep,Grand Cherokee,2024,Burgundy,35269,293,22,Laredo
Jeep,Wrangler,2024,Red,41872,285,17,Rubicon
Nissan,Altima,2024,Yellow,32452,248,29,SR VC-Turbo
Kia,Telluride,2023,White,30756,291,23,LX
Volkswagen,Jetta,2024,Grey,28201,228,30,GLI Autobahn
Volkswagen,Tiguan,2022,Yellow,25584,184,27,SE
Jeep,Grand Cherokee,2024,Matte Black,58994,293,22,Summit
Nissan,Altima,2021,Blue,19069,188,32,S
Ford,F-150,2022,Silver,49395,400,20,Lariat
Ram,1500,2024,Red,59014,395,22,Limited
Hyundai,Tucson,2024,Matte Black,29371,226,38,Hybrid Blue
Jeep,Grand Cherokee,2020,Red,32225,293,22,Limited
Hyundai,Elantra,2021,Midnight Blue,16213,147,34,SEL
Tesla,Model 3,2024,Matte Black,35745,279,132,RWD
Honda,CR-V,2021,Orange,22091,204,40,Sport Hybrid
Hyundai,Tucson,2023,Blue,23098,187,28,SEL
Mercedes-Benz,C-Class,2020,Yellow,32511,255,30,C 300
Kia,K5,2022,Silver,19168,180,31,GT-Line
Chevrolet,Tahoe,2024,Green,70329,420,16,High Country
Kia,Telluride,2023,Midnight Blue,29638,291,23,LX
Kia,Telluride,2025,Matte Black,36430,291,23,LX
BMW,X5,2024,Charcoal,81005,523,19,M60i
Audi,A4,2023,Orange,39756,261,28,Premium Plus 45
Toyota,RAV4,2023,Midnight Blue,30527,203,28,TRD Off-Road
BMW,3 Series,2025,Orange,59135,382,26,M340i
Subaru,Crosstrek,2021,Charcoal,18330,152,29,Base
Chevrolet,Tahoe,2024,Blue,50701,355,17,LS
Honda,CR-V,2025,Grey,29499,190,30,LX
Hyundai,Tucson,2021,Matte Black,21274,226,38,Hybrid Blue
Chevrolet,Silverado 1500,2023,Red,30669,310,20,WT
BMW,3 Series,2022,Black,45896,382,26,M340i
Jeep,Grand Cherokee,2022,Green,27379,293,22,Laredo
Kia,Telluride,2020,White,32116,291,23,SX Prestige
Mercedes-Benz,C-Class,2022,Silver,34715,255,30,C 300
Subaru,Crosstrek,2022,Green,18670,152,29,Base
Ford,F-150,2022,Grey,36683,325,20,XLT
Nissan,Rogue,2022,Red,25007,201,33,SV
Honda,Pilot,2021,Midnight Blue,34017,285,20,TrailSport
Ford,F-150,2022,Green,30074,325,20,XL
Honda,Pilot,2023,Pearl White,42014,285,20,TrailSport
Kia,K5,2024,Orange,24846,180,31,LXS
BMW,3 Series,2024,Charcoal,41399,255,29,330i
Tesla,Model 3,2022,Pearl White,29210,279,132,RWD
Volkswagen,Jetta,2023,Green,26887,228,30,GLI Autobahn
Mercedes-Benz,GLE,2025,Orange,63337,255,24,GLE 350
Subaru,Outback,2020,Blue,26112,260,23,Wilderness
Chevrolet,Corvette,2023,Charcoal,65772,490,19,Stingray 2LT
Nissan,Rogue,2020,Grey,26930,201,33,Platinum
Kia,K5,2022,Silver,19533,180,31,GT-Line
Audi,A4,2023,Midnight Blue,45364,349,24,S4
Honda,Pilot,2025,Yellow,41794,285,22,Sport
Ford,Explorer,2024,Pearl White,41218,300,24,ST-Line
Subaru,Crosstrek,2020,Green,18522,182,29,Limited
BMW,X5,2025,Silver,70627,483,58,xDrive50e
Audi,Q5,2023,Red,47901,349,21,SQ5
Chevrolet,Corvette,2023,Orange,64668,490,19,Stingray 2LT
Nissan,Rogue,2024,Green,26688,201,33,SV
Nissan,Altima,2024,Black,26929,188,32,SR
Audi,Q5,2023,Burgundy,36761,201,26,Premium 40
Subaru,Crosstrek,2024,Black,21876,152,29,Base
Audi,A4,2020,Green,31279,261,28,Premium Plus 45
Audi,A4,2023,Grey,48019,349,24,S4
Subaru,Outback,2024,White,30084,182,28,Premium
Ford,Explorer,2021,Orange,36760,400,21,ST
Ford,Mustang,2023,Yellow,34655,480,18,GT
Ford,F-150,2023,Matte Black,64773,450,16,Raptor
Hyundai,Elantra,2023,Blue,24735,201,31,N Line
Mercedes-Benz,C-Class,2024,Yellow,54342,402,22,AMG C 43
Toyota,Prius,2025,Black,28268,194,57,LE
Chevrolet,Silverado 1500,2024,Silver,42829,310,20,LT
Subaru,Outback,2022,Charcoal,31494,260,26,Onyx Edition XT
Ford,Mustang,2022,Silver,25973,315,26,EcoBoost
Nissan,Altima,2024,Grey,32120,248,29,SR VC-Turbo
Hyundai,Elantra,2024,Green,23080,147,34,SEL
Hyundai,Tucson,2022,Grey,19535,187,28,SE
Tesla,Model Y,2024,Yellow,43324,384,122,Long Range
Tesla,Model S,2024,Yellow,68530,670,120,Long Range
Mercedes-Benz,GLE,2021,Red,50851,375,22,GLE 450
Toyota,Tacoma,2023,Pearl White,36119,278,20,TRD Off-Road
Chevrolet,Tahoe,2022,Silver,61176,420,16,High Country
Subaru,Outback,2024,Green,27765,182,28,Premium
Honda,CR-V,2023,Matte Black,28166,204,40,Sport Hybrid
Toyota,Camry,2023,Charcoal,26926,301,25,TRD
BMW,3 Series,2023,Grey,64769,473,19,M3
Hyundai,Elantra,2023,Orange,29636,276,24,N
Jeep,Grand Cherokee,2025,Burgundy,62799,293,22,Summit
Honda,CR-V,2023,Green,27245,190,30,EX
Chevrolet,Silverado 1500,2022,Charcoal,42784,355,19,RST
Kia,Telluride,2024,Pearl White,33194,291,23,S
Volkswagen,Tiguan,2022,Red,23231,184,27,SE
Mercedes-Benz,C-Class,2024,Grey,41270,255,30,C 300
Nissan,Rogue,2020,Red,24202,201,33,Platinum
Hyundai,Elantra,2024,Green,29191,276,24,N
Mercedes-Benz,C-Class,2024,Silver,53983,402,22,AMG C 43
Ford,Bronco,2020,Yellow,34414,275,17,Badlands
Nissan,Rogue,2024,Grey,29113,201,33,SV
Tesla,Model 3,2023,Red,31580,279,132,RWD
BMW,X5,2022,Orange,49332,375,25,sDrive40i
Chevrolet,Tahoe,2025,White,78428,420,16,High Country
Subaru,Crosstrek,2022,Charcoal,18437,152,29,Base
Nissan,Altima,2025,Red,28566,188,32,SR
Tesla,Model Y,2023,Matte Black,45857,456,111,Performance
Audi,Q5,2023,Midnight Blue,44321,261,25,Premium Plus 45
Subaru,Outback,2022,Green,29075,260,26,Onyx Edition XT
Subaru,Crosstrek,2022,Blue,22781,182,29,Limited
Subaru,Crosstrek,2022,Burgundy,24079,182,29,Sport
Chevrolet,Silverado 1500,2023,Burgundy,29155,310,20,WT
Audi,Q5,2024,Blue,53780,349,21,SQ5
Audi,A4,2020,Orange,36522,349,24,S4
Kia,K5,2021,Orange,17457,180,31,GT-Line
Tesla,Model 3,2023,Burgundy,40183,393,130,Long Range
Kia,Telluride,2020,Black,25025,291,23,S
Honda,CR-V,2023,Blue,27134,190,30,EX
Jeep,Grand Cherokee,2024,Black,32684,293,22,Laredo
Toyota,Tacoma,2021,Charcoal,27211,278,20,TRD Sport
Ram,1500,2024,Burgundy,35197,305,23,Tradesman
Volkswagen,Jetta,2023,Yellow,26695,228,30,GLI Autobahn
Kia,Telluride,2023,Black,32539,291,23,LX
Tesla,Model S,2022,Pearl White,68777,1020,116,Plaid
Tesla,Model S,2023,Matte Black,62414,670,120,Long Range
Kia,Telluride,2021,Red,25752,291,23,S
Volkswagen,Tiguan,2024,Burgundy,24707,184,27,S
Mercedes-Benz,C-Class,2023,Pearl White,51378,402,22,AMG C 43
Jeep,Grand Cherokee,2020,Black,22113,293,22,Laredo
Subaru,Outback,2022,Yellow,30173,260,23,Wilderness
Jeep,Grand Cherokee,2021,Orange,24667,293,22,Laredo
Jeep,Wrangler,2024,Green,45407,285,17,Rubicon
Tesla,Model 3,2024,Grey,43997,393,130,Long Range
Subaru,Outback,2021,Matte Black,22654,182,28,Premium
Jeep,Wrangler,2025,Pearl White,91705,470,14,Rubicon 392
Jeep,Grand Cherokee,2021,Orange,46428,293,22,Summit
Ford,Explorer,2023,Red,30586,300,24,XLT
Volkswagen,Tiguan,2023,Matte Black,23240,184,27,S
Toyota,Prius,2021,Grey,21825,194,57,LE
Ram,1500,2022,Midnight Blue,76457,702,12,TRX
Kia,K5,2023,Grey,27639,290,27,GT
Nissan,Rogue,2024,Green,29012,201,33,SV
Jeep,Wrangler,2023,White,35049,285,19,Willys
Ford,Explorer,2023,Burgundy,32069,300,24,XLT
Subaru,Crosstrek,2020,White,17672,182,29,Sport
Nissan,Rogue,2024,Blue,37854,201,33,Platinum
Ram,1500,2025,White,67354,395,22,Limited
Honda,Civic,2025,Silver,26986,158,33,Sport
Kia,K5,2024,Orange,22244,180,31,LXS
Tesla,Model 3,2024,Matte Black,44751,393,130,Long Range
Subaru,Crosstrek,2022,Burgundy,20112,152,29,Base
BMW,X5,2025,Green,66047,375,25,sDrive40i
Audi,Q5,2020,Orange,38065,349,21,SQ5
Honda,Civic,2024,Burgundy,22559,158,33,Sport
Tesla,Model Y,2024,Matte Black,45816,384,122,Long Range
Jeep,Wrangler,2022,Matte Black,29351,285,19,Willys
Subaru,Outback,2021,Silver,21606,182,28,Premium
Nissan,Rogue,2020,Matte Black,26934,201,33,Platinum
Subaru,Crosstrek,2024,Red,28276,182,29,Limited
Nissan,Rogue,2024,Silver,27726,201,33,SV
Kia,Telluride,2022,Matte Black,38533,291,23,SX Prestige
Honda,Pilot,2020,Grey,29219,285,22,EX-L
Mercedes-Benz,C-Class,2021,Silver,41697,402,22,AMG C 43
Nissan,Altima,2025,Silver,36214,248,29,SR VC-Turbo
Hyundai,Elantra,2024,Charcoal,21329,147,36,SE
Volkswagen,Tiguan,2024,Red,29569,184,27,SE
BMW,X5,2024,Pearl White,66491,483,58,xDrive50e
Mercedes-Benz,GLE,2022,Orange,50500,255,24,GLE 350
Nissan,Altima,2024,Black,25485,188,32,S
Volkswagen,Jetta,2023,Silver,18975,158,34,S
Ram,1500,2021,Midnight Blue,68328,702,12,TRX
Hyundai,Elantra,2024,Blue,23528,147,34,SEL
Nissan,Rogue,2021,Orange,26566,201,33,Platinum
Volkswagen,Tiguan,2022,Charcoal,22823,184,27,SE
Ram,1500,2024,Yellow,37091,305,23,Tradesman
Mercedes-Benz,GLE,2021,Burgundy,46698,255,24,GLE 350
Subaru,Crosstrek,2022,Matte Black,20177,152,29,Base
Toyota,RAV4,2023,Pearl White,28456,203,28,Adventure
Audi,Q5,2020,Yellow,31794,261,25,Premium Plus 45
Ford,Mustang,2024,Charcoal,27314,315,26,EcoBoost
BMW,3 Series,2023,Charcoal,36960,255,29,330i
Tesla,Model S,2024,Grey,69129,670,120,Long Range
Honda,Civic,2022,Black,19923,158,33,Sport
Volkswagen,Tiguan,2024,Charcoal,34665,184,26,SEL R-Line
Jeep,Wrangler,2025,Yellow,32087,285,20,Sport
Subaru,Outback,2024,White,37839,260,23,Wilderness
Volkswagen,Jetta,2024,White,20889,158,34,Sport
Tesla,Model 3,2024,Green,50246,510,113,Performance
Tesla,Model 3,2020,Charcoal,33461,510,113,Performance
Ram,1500,2023,Grey,37206,305,23,Big Horn
Ram,1500,2024,Blue,88912,702,12,TRX
Honda,Civic,2023,Yellow,23267,180,36,EX
Honda,CR-V,2020,Pearl White,21349,190,30,EX
Toyota,RAV4,2021,Charcoal,20383,203,30,LE
Tesla,Model Y,2023,Grey,44570,456,111,Performance
Ram,1500,2025,Midnight Blue,46799,305,23,Big Horn
Toyota,Camry,2024,Burgundy,27369,203,32,SE
Mercedes-Benz,GLE,2024,Green,64909,375,22,GLE 450
Honda,Pilot,2023,Yellow,35681,285,22,Sport
Honda,Civic,2023,Green,20754,158,33,Sport
Jeep,Grand Cherokee,2021,Blue,25436,293,22,Laredo
Jeep,Wrangler,2022,Black,72270,470,14,Rubicon 392
Audi,Q5,2024,Midnight Blue,42140,201,26,Premium 40
Ram,1500,2021,Green,32985,305,23,Big Horn
Mercedes-Benz,GLE,2023,Yellow,52292,255,24,GLE 350
Tesla,Model Y,2024,Pearl White,43891,384,122,Long Range
BMW,X5,2024,Black,66601,483,58,xDrive50e
Subaru,Outback,2024,Black,36853,260,26,Onyx Edition XT
Mercedes-Benz,GLE,2023,Matte Black,51921,255,24,GLE 350
Chevrolet,Corvette,2023,Grey,57514,490,19,Stingray 1LT
Hyundai,Elantra,2024,Midnight Blue,22490,147,34,SEL
Jeep,Wrangler,2024,Burgundy,37706,285,19,Willys
Subaru,Outback,2024,Pearl White,38056,260,23,Wilderness
Ram,1500,2023,White,32825,305,23,Tradesman
Ford,Explorer,2024,Silver,47232,400,21,ST
Nissan,Rogue,2025,Grey,27856,201,33,S
Tesla,Model 3,2021,Matte Black,27357,279,132,RWD
BMW,X5,2021,Green,50143,483,58,xDrive50e
Tesla,Model S,2023,Matte Black,78016,1020,116,Plaid
Toyota,RAV4,2024,Blue,27263,203,30,XLE
Chevrolet,Tahoe,2023,Yellow,63857,420,16,High Country
Tesla,Model Y,2024,Red,48274,456,111,Performance
Nissan,Rogue,2022,Pearl White,31453,201,33,Platinum
Ford,Mustang,2024,Charcoal,55797,500,17,Dark Horse
Volkswagen,Jetta,2025,Silver,24093,158,34,Sport
Subaru,Outback,2022,Pearl White,21619,182,28,Base
Nissan,Altima,2024,Red,31869,248,29,SR VC-Turbo
Tesla,Model S,2022,Pearl White,59059,670,120,Long Range
Chevrolet,Corvette,2024,Orange,70839,490,19,Stingray 2LT
Kia,K5,2020,White,21944,290,27,GT
Ford,Bronco,2022,Blue,28695,275,20,Big Bend
Jeep,Grand Cherokee,2024,Silver,32840,293,22,Laredo
Chevrolet,Silverado 1500,2023,Charcoal,41699,310,20,LT
BMW,3 Series,2023,Charcoal,35959,255,29,330i
Toyota,Prius,2023,Grey,28014,194,52,XLE
Toyota,Prius,2024,Grey,24415,194,57,LE
Mercedes-Benz,C-Class,2022,Red,46982,402,22,AMG C 43
Ram,1500,2022,White,43300,395,22,Laramie
Mercedes-Benz,GLE,2020,Black,56283,429,20,AMG GLE 53
BMW,3 Series,2020,Charcoal,28604,255,29,330i
Mercedes-Benz,C-Class,2020,Red,40965,402,22,AMG C 43
Tesla,Model S,2024,Blue,81920,1020,116,Plaid
Tesla,Model 3,2020,Yellow,36556,510,113,Performance
Subaru,Outback,2021,Burgundy,28768,260,23,Wilderness
